"probeset"	"beta.sk"	"beta.ab"	"se.sk"	"se.ab"	"Aexprs.sk"	"Aexprs.ab"
"100038526_at"	-0.00336371333333041	0.055013016666666	0.126473543850328	0.0565714114457255	5.47987196333333	6.08675130166667
"100038528_at"	0.0508626333333355	0.105418669999999	0.035737515176361	0.0241183626596794	5.30236816666667	6.610702125
"100038529_at"	0.0168999533333345	0.00257912333333277	0.0216166272831474	0.0208761321800783	4.95053439666667	5.76986929166667
"100038532_at"	-0.0011935766666662	0.0091646600000006	0.0210772124615032	0.0330013340037322	5.089138455	5.95733173
"100038537_at"	0.0267198333333338	0.0794771599999997	0.0303629551186324	0.0917291957659424	5.19887966666667	6.55563902333333
"100038538_at"	0.0801323799999993	-0.034955926666667	0.0746316082706682	0.0421178362553097	5.81344943666667	6.36741286333333
"100038541_at"	-0.00515407999999962	0.0734174666666672	0.0455355056814962	0.0647643928901528	5.17933485333333	6.35945012
"100038545_at"	-0.00425889999999907	-0.0043569699999999	0.021842160461169	0.016083997421704	4.88754611666667	5.67665765166667
"100038546_at"	0.0141330266666673	-0.0322265633333352	0.0419357213811618	0.0167626082383109	5.14690484	5.879394535
"100038547_at"	-0.0258517766666664	0.0096404200000002	0.0332707402020978	0.0184598085845567	5.12099880833333	5.88254958
"100038548_at"	0.0614963133333353	0.0513321300000005	0.0242243245447624	0.131298501250136	4.95753309666667	8.942432895
"100038551_at"	-0.00830078333333617	-0.00949018333333118	0.0293788744660231	0.0189912918243471	5.130452475	5.95624248833333
"100038554_at"	-0.0109592033333348	0.0293469566666662	0.0329647305356161	0.0279415539653712	5.06732855833333	5.84339944166667
"100038555_at"	-0.0515136666666667	-0.0249148666666672	0.027395281738702	0.024448336488511	5.29626465	5.95516576666667
"100038556_at"	-0.00214301666666739	-0.0036057733333319	0.0220199800379648	0.0322789631615411	4.97437879833333	5.86996694666667
"100038558_at"	0.0114474866666665	0.00343048999999951	0.020551759079057	0.0203205462277805	5.12936740666667	5.92536808833333
"100038560_at"	-0.00263128999999829	-0.333333333333336	0.0386613661990964	0.190567347818943	5.410495335	9.13411458333333
"100038561_at"	-0.0138346333333317	-0.0117938699999982	0.0251388443212192	0.0175064594097366	5.09578450666667	5.84183443833333
"100038563_at"	0.0183105433333335	0.0112930666666671	0.022805247350865	0.0193108700627397	4.93420410166667	5.7183118
"100038566_at"	0.00876193333333308	0.026292070000002	0.0228941092481449	0.0210269368870058	5.07830132666667	6.064002405
"100038569_at"	-0.00241427999999821	0.00610977666666823	0.0241567545076964	0.0183195215900891	5.05882433	5.756059695
"100038570_at"	-0.0230848533333328	-0.0368339366666666	0.0261767813108007	0.0193647347319798	5.19643826	5.89862530166667
"100038571_at"	-0.0101182699999978	0.0545873399999994	0.0197951678780798	0.0170111298962973	5.02589247166667	5.85258914666667
"100038573_at"	-0.0176323766666657	-0.00673577333333242	0.0232585281779928	0.0306940144699591	5.17971462833333	5.92101112
"100038574_at"	0.00699869666666597	-0.00027543999999935	0.0247567652440718	0.0170939993205083	4.99943033833333	5.75534605333333
"100038575_at"	0.00745985333333454	0.00438201333333321	0.027181628426417	0.0247385571704002	5.07569716	5.81388972333333
"100038577_at"	-0.00157334666666653	0.0189052466666659	0.0222459990387404	0.0250955615166342	5.00273980333333	5.82681039666667
"100038582_at"	0.00783962999999943	-0.0123447533333332	0.021192897108255	0.0199596959664525	4.98012966833333	5.79002654333333
"100038584_at"	-0.0388997400000006	0.0205578933333355	0.0359368111030833	0.031559298999363	5.24731445333333	5.87058043
"100038587_at"	-0.0311957433333312	0.0216095733333335	0.0348982478786999	0.0182921127506646	5.25160047833333	6.00579677666667
"100038589_at"	0.0122070300000017	-0.00806289666666693	0.0284231048972136	0.0164211954845426	5.03784179833333	5.78853665833333
"100038590_at"	-0.0684407533333342	-0.0208583733333336	0.0354741910766549	0.0333801200918127	5.25004069	6.00294221
"100038591_at"	0.006808809999999	-0.135041063333332	0.042777789013344	0.0252692261063495	5.63494195166667	6.49134865833333
"100038595_at"	-0.0282931866666658	-0.0662560033333328	0.0310075764560197	0.0350984694606815	5.23192003	6.059820715
"100038596_at"	0.0614963133333335	-0.0192307699999992	0.0308805598915457	0.0219812456692904	5.49073622	5.915865385
"100038599_at"	0.019477000000002	-0.00107671666666498	0.0246414236800957	0.0419089779743266	5.11102973333333	5.946501905
"100038600_at"	0.0209418399999999	-0.0348307299999986	0.0360054269564543	0.028510588025476	5.21283637333333	5.938639325
"100038602_at"	-0.103379990000001	-0.0516826899999989	0.0410820621931077	0.0827686984822758	6.516533745	6.50696113833333
"100038605_at"	0.205430773333333	-0.0111678700000004	0.116596826355006	0.0454997303184433	6.65574815666667	6.37602664166667
"100038606_at"	-0.0125325533333331	-0.0306991199999995	0.0238337404012533	0.0219674107300796	5.10587565	5.88676883
"100038607_at"	-0.0398220499999997	-0.0252654266666665	0.0260264662696341	0.0184325698838448	4.984754775	5.76881761
"100038608_at"	-0.0354275199999989	-0.0209585299999988	0.0224642607187247	0.0314911674141145	5.12904188333333	5.95546624833333
"100038610_at"	-0.0169270799999994	-0.00996594666666617	0.0269112395549868	0.0205974044176312	5.11621094	5.93890224333333
"100038614_at"	-0.0261230499999998	0.0364332933333316	0.0211558407362495	0.0312806513789843	5.12048339833333	6.01108022666667
"100038617_at"	0.0068630633333342	-0.0110677133333326	0.0291465543174983	0.0491316826815737	5.253078885	5.92936198
"100038618_at"	-0.00103081333333233	0.0699369033333337	0.0349171883758725	0.0266585178618079	5.11998155666667	5.98065655166667
"100038621_at"	-0.0210232233333345	-0.0404146600000006	0.0340879106269213	0.0282392237667524	5.20614963166667	5.91929587333333
"100038623_at"	0.0209689633333339	0.000275440000000238	0.0307033113994315	0.0207738125455205	5.00155978833333	5.78697165666667
"100038625_at"	-0.0192871099999996	0.0162259600000025	0.0217550513489658	0.0171354542337775	4.98099772166667	5.75848858333333
"100038627_at"	-0.0385742166666638	0.00305489000000225	0.0303057303258489	0.0221902405336604	5.208414715	5.87086839166667
"100038628_at"	-0.0201280366666658	0.00733674333333401	0.0224893192120613	0.0229959168248842	4.91566297833333	5.72614933833333
"100038629_at"	-0.0354546433333329	-0.00618489999999916	0.0263441694316608	0.0195773734170748	5.19188096833333	5.97412109666667
"100038636_at"	-0.0488552499999981	0.0331530433333347	0.0236290500292084	0.0201809374238291	5.17286512833333	5.930038065
"100038638_at"	0.0301920566666665	-0.0179787666666655	0.0261182087089281	0.0225170018628903	4.970581055	5.83809094666667
"100038644_at"	-0.033962673333332	-0.0113681866666662	0.022770534840166	0.0211943112935878	5.07134331666667	5.78302784666667
"100038647_at"	-0.00553385000000084	0.0262670266666669	0.0282132932107127	0.0305184127801167	5.10172526166667	6.19194461333333
"100038648_at"	0.0453287733333338	-0.00408152666666517	0.0362310680114454	0.0225239092171796	5.0193278	5.79240535
"100038649_at"	-0.0450303833333345	-0.0102163466666676	0.0261395988511918	0.0195017786375702	5.09120008833333	5.89150140333333
"100038651_at"	-0.0014377200000002	0.0395132200000008	0.0234905480593498	0.0534417167533654	5.1498074	6.02093349666667
"100038652_at"	-0.00336371666666757	0.00345552999999921	0.0216311017292891	0.0168278637919247	4.93299696166667	5.724509215
"100038653_at"	-0.0141872833333334	-0.0261167866666661	0.024000387506853	0.0320844819502213	5.253187395	6.02705579
"100038657_at"	0.0150010833333329	-0.00911458333333304	0.0267106514011274	0.0206116033655495	5.06736925166667	5.797851565
"100038659_at"	0.00976563000000041	0.0533353366666667	0.0238780084460367	0.0250683930642185	5.27799479166667	6.251652645
"100038662_at"	0.0682508733333327	0.0668068933333332	0.0434057550670245	0.0429202719041052	5.10682508666667	6.11763822
"100038666_at"	0.0291341133333347	-0.00162760666666717	0.0268740211899102	0.0233592075013563	5.02970377666667	5.83382161666667
"100038667_at"	0.00504557333333455	-0.0150240366666665	0.0274601500576486	0.0319140150498677	5.05118815333333	5.912459935
"100038668_at"	-0.0366753433333313	-0.0161007566666669	0.0273379657048756	0.0310592526479764	5.18467881833333	5.88207381833333
"100038671_at"	0.0179307733333331	0.00721154333333374	0.0313237389500435	0.0203447392001438	4.98745388666667	5.782852565
"100038674_at"	0.018283423333334	-0.0179537233333331	0.0373772111731917	0.0195137028157135	5.000623915	5.758651345
"100038683_at"	-0.0723741333333328	-0.0525590933333335	0.0497809645878381	0.0351865042921402	5.36886936	6.0536233
"100038688_at"	-0.00596788333333187	-0.0315755199999979	0.0343407635039647	0.0192942694301789	5.14425998166667	5.92757161666667
"100038689_at"	0.000461153333333186	-0.0103415466666696	0.0229559311725206	0.0180553257882355	4.97665744333333	5.69364733666667
"100038691_at"	0.0292426200000016	-0.0130208299999985	0.0374526435559104	0.0246937418522215	5.06740994	5.83430989833333
"100038693_at"	-0.0970865899999991	-0.000976559999998905	0.0415206481507691	0.0204960466929934	5.62048339833333	6.3038737
"100038695_at"	0.00360786000000157	-0.0291716699999993	0.0213122999376531	0.0186560505736366	4.97540961666667	5.76426031833333
"100038696_at"	-0.0488552533333335	-0.0553385433333347	0.0327378187019413	0.033663887269846	5.40105523	6.16764322833333
"100038697_at"	0.0201009133333345	0.0161758833333323	0.0273885766194294	0.0193155997473733	5.03487142	5.837940705
"100038699_at"	-0.00436740666666502	0.00856370333333256	0.0229229725752847	0.0168776075998423	4.94489203666667	5.71023637833333
"100038700_at"	-0.0173882399999998	-0.0143229133333316	0.0212084912108922	0.0230470035141603	4.91331651666667	5.81217448
"100038706_at"	-0.0028754366666659	-0.0010516833333325	0.0208369407099838	0.0200379008825591	5.01120334166667	5.806189905
"100038707_at"	0.00805664333333134	-0.149389019999998	0.0410897873448481	0.037145020466159	5.165568035	6.47508513666667
"100038708_at"	-0.0107693133333324	-0.19673978	0.0818962736153996	0.0818638492999016	5.81104872	7.57590895333333
"100038709_at"	-0.00553385333333445	-0.00751202000000006	0.0294553550191226	0.0232419957117716	5.10725911666667	5.82374299
"100038711_at"	-0.0247667100000024	0.00959034666666714	0.0316070248756845	0.0366450154051453	5.344414605	6.1166241
"100038712_at"	-0.0742187466666673	0.0134965966666671	0.041668513198275	0.0318715723718749	5.35677083333333	6.15894180833333
"100038713_at"	0.0590006500000007	0.00260416666666607	0.0226387374818924	0.0174135572659542	4.99328613166667	5.78125
"100038714_at"	0.0216742633333329	0.0338291266666673	0.0236603782979202	0.0489914813035466	5.093004015	5.96029898
"100038717_at"	-0.0224880666666651	5.00766666649e-05	0.025946927837706	0.0186797639268152	5.06039768	5.849258815
"100038718_at"	-0.0133463533333327	-0.00638521000000036	0.0281859379016525	0.0236405082208323	5.04280599	5.79192958833333
"100038722_at"	0.0422363300000015	0.0606720733333335	0.0248113246666302	0.0398011797436742	5.01859537833333	5.86224208666667
"100038724_at"	-0.000949433333331307	-0.0224108566666645	0.0271060715748781	0.0206029304200084	4.91649034333333	5.70651792833333
"100038725_at"	-0.0928276899999982	-0.119115583333333	0.254180064888564	0.0744229189914657	8.87518988833333	6.904609875
"100038728_at"	0.0230306000000011	-0.000475756666666882	0.0258677267968262	0.0221380136995209	4.98295084666667	5.79613631833333
"100038730_at"	0.0220811633333362	0.187099356666669	0.0636973189459144	0.0725827441725432	6.01793077166667	7.12975761166667
"100038732_at"	-0.106526689999998	0.0352313666666673	0.0285077077867577	0.0291765976598497	5.64929199166667	6.01461088
"100038734_at"	-0.0338270366666658	0.0262419900000017	0.0222221462657966	0.0168954035623758	5.09796820833333	5.78570713166667
"100038735_at"	0.000922306666669037	0.0380108199999984	0.0211929331462008	0.0305243452719609	5.07733832666667	5.90384615666667
"100038739_at"	0.0881347633333345	0.0305488766666677	0.0284593456848038	0.0619308277004584	5.494344075	6.21779847833333
"100038743_at"	-0.0256618899999994	0.0638020866666675	0.0389016474399039	0.0275574572565164	5.07695855166667	5.85481771
"100038746_at"	0.052381726666666	0.087540063333333	0.0718201255338728	0.120776318921449	5.44093153333333	6.724784655
"100038752_at"	0.0527072466666665	-0.010992586666668	0.0310689170013216	0.0233733734694961	4.98210991666667	5.90979317
"100038854_at"	0.101671006666666	0.0237880633333338	0.0618651754326584	0.0255821374546289	5.56830512333333	5.78953826166667
"100038859_at"	0.183756513333334	-0.0118940299999997	0.0264191139794398	0.017279051575971	5.33878580666667	5.78133764166667
"100038860_at"	0.0547417499999998	0.0417918700000017	0.0380152991726728	0.0319661271199799	5.29977756166667	5.80853115166667
"100038862_at"	-0.0155707466666684	0.0378856166666663	0.0255798255425074	0.0308715431100776	5.01592339666667	5.85475510833333
"100038882_at"	-0.119683160000001	-0.215219353333333	0.0271915651032876	0.0682102600836894	5.05756293666667	6.03762269666667
"100038909_at"	-0.0437011733333339	0.313902243333334	0.0429587774547596	0.375723246132223	5.29659017	9.54877804833333
"100038912_at"	0.00504557333333278	-0.0154497166666649	0.0237194184373156	0.0219116919862414	5.35424804666667	6.083571215
"100038914_at"	0.00398763666666824	0.00946514666666776	0.0350727462002133	0.0165057916823008	4.903605145	5.70555388666667
"100038927_at"	0.0687662800000011	-0.176507413333334	0.22844353162396	0.100881876853557	6.63911946666667	7.05895683
"100038937_at"	0.0298936633333335	0.00110175999999917	0.0233205643192536	0.0201045381162876	4.862982855	5.67295172333333
"100038941_at"	-0.0157606333333336	-0.00313000666666596	0.0204506385334426	0.0171183169075103	4.83502875666667	5.66302333666667
"100038967_at"	0.00599501333333485	-0.0141225933333304	0.0230986977972274	0.0178316979574734	4.81926812	5.66038161333333
"100038982_at"	0.0863715300000001	-0.0651542466666664	0.0351254722278407	0.0356782101780549	5.241644965	5.95380108333333
"100038999_at"	0.429036459999999	0.0621494666666642	0.115579751695949	0.0861945378342674	9.33756510666667	10.2273888333333
"100039019_at"	0.00189886999999977	-0.001928079999999	0.0239095662015114	0.0180390233938789	4.82815212833333	5.64712289666667
"100039042_at"	-0.0371093766666659	0.0224108533333327	0.0240084109710394	0.0210383179010848	4.89746093833333	5.70917217666667
"100039043_at"	0.0440809466666687	-0.0416165866666667	0.0325955738660631	0.0278323628945382	5.01734755	5.79326923
"100039044_at"	-0.02137587	0.00195312333333231	0.0222934207256959	0.0209166309518911	4.83685980833333	5.693359375
"100039045_at"	-0.0713161899999974	0.00488281333333251	0.0395543658595956	0.0257315493613607	4.97576226166667	5.77425130333333
"100039054_at"	-0.118082683333333	0.0904196699999993	0.0754050217776837	0.0651912622148926	5.05936686166667	5.85745943833333
"100039055_at"	-0.0394693966666662	-0.000701116666665946	0.0236466179890238	0.0204543015352555	4.88594563833333	5.708358375
"100039062_at"	0.0318739166666679	0.00217848666666765	0.0238211613544453	0.0186621393108055	4.879896375	5.72644982333333
"100039076_at"	0.0134819899999998	-0.0136718766666677	0.0251961405528775	0.0189881954252114	4.96233452833333	5.680664065
"100039086_at"	0.0184461800000006	-0.0194561299999991	0.0406548553521815	0.0218020398247713	5.14995659666667	5.884728065
"100039089_at"	-0.512776693333334	0.0553886233333314	0.344736504322347	0.120736079954138	5.45397949333333	6.03415464833333
"100039100_at"	-0.0643174899999996	0.0327524066666669	0.0780056519308264	0.0269899460500165	5.284762915	5.90680088333333
"100039123_at"	-0.0198025200000007	0.515775243333334	0.117525226802561	0.0908331277826883	8.79766167666667	9.344976965
"100039138_at"	-0.0109591933333322	-0.00821314333333323	0.0235809718055998	0.0206307540213222	5.09988064333333	5.88236177833333
"100039139_at"	0.00835503666666604	0.123121996666668	0.0326422359598427	0.116021630610667	5.00656467166667	6.53186348166667
"100039151_at"	-0.0108506966666662	-0.0490284466666671	0.0430892319783925	0.0501371886009025	5.44780816166667	6.33831630666667
"100039162_at"	-0.0828179233333319	0.0302734366666675	0.0450340012823149	0.0491711447757566	4.99388292166667	5.840657555
"100039176_at"	0.0168999566666672	2.50400000005868e-05	0.0377392173799955	0.0227050547013697	5.10971408833333	5.87401091666667
"100039179_at"	-0.0457627999999994	0.0473006833333347	0.03817012968514	0.0429895684160837	5.33668348666667	5.91319861833333
"100039210_at"	-0.0577799500000005	-0.00763721999999945	0.032970270842679	0.0796062983375386	6.14477539166667	6.39346705
"100039211_at"	-0.0834147133333314	-0.0100911466666664	0.0268850359009725	0.0214122784911747	5.38675944	6.02457682333333
"100039222_at"	-0.0370008666666672	0.0118940299999988	0.0218899316162219	0.0232287187579984	5.18288845666667	5.89704777833333
"100039239_at"	-0.019232856666668	-0.0142477999999988	0.0354549727450526	0.0314101088687028	5.38982476166667	6.02339994
"100039269_at"	0.00157335333333375	-0.0199819733333353	0.0257087392307734	0.0209327736192037	4.97903103333333	5.71864984333333
